action_taken,derived_race,derived_ethnicity,applicant_sex,applicant_age,income,debt_to_income_ratio,applicant_credit_score_type,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,loan_type,loan_purpose,lien_status,property_value,occupancy_type,tract_minority_population_percent,aus-1,denial_reason-1
1,White,Not Hispanic or Latino,1,25-34,151.0,30%-<36%,1,425000.0,95.0,6.625,0.0426,1,1,1,445000,1,29.83,2,10
1,Black or African American,Joint,1,45-54,330.0,39,3,675000.0,90.0,6.625,0.01813,1,1,1,755000,1,21.82,2,10
1,White,Not Hispanic or Latino,1,25-34,217.0,30%-<36%,1,455000.0,69.0,5.875,-0.38511,1,1,1,665000,1,26.6,1,10
1,White,Not Hispanic or Latino,1,25-34,112.0,47,3,355000.0,80.0,6.625,0.34128,1,1,1,445000,1,33.23,2,10
1,Asian,Not Hispanic or Latino,2,25-34,168.0,30%-<36%,2,585000.0,80.0,6.25,-0.28908,1,1,1,735000,1,24.38,1,10
1,White,Not Hispanic or Latino,2,35-44,128.0,48,1,405000.0,95.0,6.125,-0.24765,1,1,1,435000,1,28.19,1,10
5,White,Not Hispanic or Latino,2,45-54,129.0,,9,305000.0,,,,1,1,1,,1,34.1,2,10
1,White,Not Hispanic or Latino,1,25-34,259.0,30%-<36%,1,575000.0,90.0,6.625,0.30852,1,1,1,645000,1,25.21,2,10
3,White,Not Hispanic or Latino,2,25-34,96.0,40,1,245000.0,107.0,,,1,1,1,235000,1,38.57,2,4
4,White,Not Hispanic or Latino,2,25-34,109.0,,9,235000.0,,,,2,1,1,,1,25.14,5,10
4,White,Not Hispanic or Latino,1,65-74,284.0,,9,505000.0,,,,1,1,1,,2,47.96,2,10
1,White,Not Hispanic or Latino,2,25-34,162.0,38,2,205000.0,55.0,6.49,,1,1,1,365000,3,47.97,2,10
1,White,Not Hispanic or Latino,1,55-64,175.0,30%-<36%,3,365000.0,60.0,7.5,1.09979,1,1,1,615000,2,13.87,2,10
5,White,Not Hispanic or Latino,1,45-54,1096.0,,9,765000.0,,,,1,1,1,,2,18.81,5,10
1,White,Joint,1,55-64,254.0,20%-<30%,1,155000.0,24.0,6.75,1.33841,1,1,1,655000,1,22.45,2,10
1,White,Not Hispanic or Latino,1,35-44,494.0,<20%,3,225000.0,33.0,6.875,0.62605,1,1,1,665000,2,18.48,2,10
1,Asian,Not Hispanic or Latino,2,45-54,97.0,39,1,105000.0,80.0,8.125,2.16132,1,1,1,125000,2,42.75,2,10
4,White,Joint,2,25-34,185.0,,9,415000.0,,,,1,1,1,,1,21.82,1,10
1,White,Hispanic or Latino,1,45-54,80.0,45,1,365000.0,95.0,5.99,0.01363,1,1,1,385000,1,28.19,2,10
1,White,Not Hispanic or Latino,2,25-34,192.0,<20%,3,315000.0,75.0,5.875,-0.57741,1,1,1,425000,1,21.56,1,10
1,White,Not Hispanic or Latino,2,25-34,71.0,40,2,285000.0,80.0,6.375,-0.14715,1,1,1,355000,1,22.75,2,10
1,White,Not Hispanic or Latino,1,45-54,185.0,<20%,1,145000.0,27.0,6.75,0.35059,1,1,1,525000,1,20.03,2,10
1,White,Not Hispanic or Latino,2,25-34,110.0,20%-<30%,1,205000.0,58.0,5.99,-0.56414,1,1,1,355000,1,31.03,2,10
1,Black or African American,Not Hispanic or Latino,2,35-44,63.0,43,1,135000.0,90.0,7.625,1.99002,1,1,1,155000,1,42.75,1,10
1,Asian,Not Hispanic or Latino,1,35-44,1276.0,40,1,1755000.0,43.75,5.0,-0.21097,1,1,1,4005000,2,21.09,5,10
1,White,Not Hispanic or Latino,2,35-44,297.0,20%-<30%,2,445000.0,80.0,6.625,0.14583,1,1,1,555000,1,39.18,2,10
1,White,Not Hispanic or Latino,1,35-44,337.0,30%-<36%,3,485000.0,80.0,6.99,0.63566,1,1,1,605000,1,14.22,2,10
4,Black or African American,Not Hispanic or Latino,2,25-34,106.0,,9,365000.0,,,,1,1,1,,1,53.93,1,10
4,White,Not Hispanic or Latino,1,25-34,291.0,,9,365000.0,,,,1,1,1,,1,26.63,2,10
1,White,Not Hispanic or Latino,1,45-54,138.0,41,2,365000.0,80.0,6.875,0.23806,1,1,1,455000,1,14.22,2,10
1,White,Not Hispanic or Latino,1,35-44,160.0,30%-<36%,2,405000.0,49.0,6.0,-0.35122,1,1,1,825000,1,25.21,1,10
1,White,Not Hispanic or Latino,1,45-54,195.0,49,2,465000.0,80.0,6.875,0.35028,1,1,1,575000,1,29.72,2,10
1,White,Not Hispanic or Latino,1,25-34,185.0,30%-<36%,3,455000.0,95.0,6.625,0.32729,1,1,1,475000,1,45.01,2,10
1,Asian,Not Hispanic or Latino,2,35-44,78.0,42,1,345000.0,70.0,5.75,-0.46025,1,1,1,495000,1,16.93,2,10
1,White,Not Hispanic or Latino,2,25-34,250.0,<20%,1,425000.0,80.0,6.5,-0.07557,1,1,1,535000,1,13.39,2,10
1,White,Hispanic or Latino,1,25-34,162.0,37,1,325000.0,80.0,5.99,-0.4376,1,1,1,405000,1,26.63,2,10
4,White,Not Hispanic or Latino,2,35-44,34.0,,9,185000.0,,,,1,1,1,,1,13.39,1,10
1,Asian,Not Hispanic or Latino,1,35-44,185.0,43,1,115000.0,70.0,7.75,0.9919,1,1,1,165000,2,38.57,1,10
1,White,Not Hispanic or Latino,1,55-64,150.0,30%-<36%,3,295000.0,93.0,6.99,0.33887,1,1,1,325000,1,18.7,1,10
1,White,Not Hispanic or Latino,2,<25,376.0,20%-<30%,3,415000.0,70.0,6.625,-0.25788,1,1,1,595000,1,21.09,1,10
1,White,Not Hispanic or Latino,2,45-54,152.0,40,1,405000.0,65.0,6.625,-0.42729,1,1,1,625000,1,34.93,1,10
1,Black or African American,Not Hispanic or Latino,1,55-64,52.0,47,3,205000.0,50.0,6.49,-0.2926,1,1,1,405000,1,34.99,2,10
1,White,Hispanic or Latino,1,35-44,413.0,<20%,1,475000.0,70.0,6.125,-0.62255,1,1,1,685000,1,47.96,1,10
4,White,Not Hispanic or Latino,1,55-64,83.0,,9,115000.0,,,,1,1,1,,1,26.63,1,10
1,White,Not Hispanic or Latino,1,25-34,86.0,40,3,175000.0,57.0,5.75,-0.56208,1,1,1,305000,1,12.78,1,10
1,White,Not Hispanic or Latino,1,65-74,133.0,20%-<30%,3,175000.0,50.0,6.375,-0.65895,1,1,1,345000,1,63.55,1,10
1,White,Not Hispanic or Latino,1,35-44,125.0,20%-<30%,1,255000.0,80.0,6.99,0.19916,1,1,1,325000,1,48.78,1,10
1,White,Not Hispanic or Latino,1,35-44,158.0,49,2,605000.0,94.0,7.75,0.69008,1,1,1,655000,1,30.71,1,10
4,White,Not Hispanic or Latino,1,25-34,135.0,,9,605000.0,,,,1,1,1,,1,47.96,1,10
1,Black or African American,Not Hispanic or Latino,1,45-54,161.0,46,1,565000.0,90.0,5.875,-0.21466,1,1,1,625000,1,34.93,2,10
4,Asian,Joint,2,35-44,240.0,,9,545000.0,,,,1,1,1,,1,26.05,1,10
1,White,Not Hispanic or Latino,1,35-44,306.0,44,2,535000.0,80.0,7.625,0.43505,1,1,1,665000,1,14.22,1,10
1,White,Hispanic or Latino,1,25-34,362.0,20%-<30%,1,555000.0,91.0,7.125,0.089,1,1,1,615000,1,28.27,1,10
1,White,Hispanic or Latino,2,35-44,219.0,39,3,305000.0,90.0,7.5,0.896,1,1,1,335000,1,29.37,1,10
1,White,Hispanic or Latino,1,35-44,119.0,30%-<36%,1,75000.0,20.0,7.625,1.07421,1,1,1,405000,1,34.1,1,10
1,White,Not Hispanic or Latino,1,25-34,62.0,43,1,225000.0,70.0,7.25,0.0125,1,1,1,315000,1,25.57,1,10
4,Black or African American,Not Hispanic or Latino,1,65-74,,,9,265000.0,,,,1,1,1,,1,20.01,1,10
1,White,Not Hispanic or Latino,1,55-64,80.0,30%-<36%,3,75000.0,23.0,7.0,0.91672,1,1,1,345000,1,22.13,1,10
1,White,Not Hispanic or Latino,1,35-44,115.0,49,2,435000.0,72.0,6.875,-0.22797,1,1,1,595000,1,22.13,1,10
1,White,Not Hispanic or Latino,1,55-64,160.0,30%-<36%,3,335000.0,63.0,6.75,0.00492,1,1,1,535000,1,21.9,1,10
1,White,Joint,2,25-34,190.0,30%-<36%,2,415000.0,85.0,6.875,0.1196,1,1,1,495000,1,21.82,1,10
1,Asian,Not Hispanic or Latino,2,55-64,206.0,40,1,425000.0,80.0,7.25,0.44697,1,1,1,535000,2,22.13,5,10
1,Black or African American,Not Hispanic or Latino,2,25-34,143.0,30%-<36%,2,505000.0,90.0,6.75,-0.0272,1,1,1,565000,1,21.98,1,10
4,White,Not Hispanic or Latino,2,35-44,1725.0,,9,1245000.0,,,,1,1,1,,2,13.89,5,10
1,Black or African American,Hispanic or Latino,1,25-34,,30%-<36%,1,515000.0,80.0,7.375,0.17923,1,1,1,645000,1,33.23,1,10
3,White,Hispanic or Latino,2,25-34,98.0,50%-60%,2,445000.0,95.0,,,1,1,1,475000,1,22.45,1,1
1,White,Hispanic or Latino,2,25-34,126.0,42,2,505000.0,94.0,6.99,0.16279,1,1,1,535000,1,34.1,1,10
4,White,Not Hispanic or Latino,2,45-54,316.0,,9,155000.0,,,,1,1,1,,2,14.83,1,10
1,Black or African American,Not Hispanic or Latino,2,55-64,127.0,37,1,335000.0,80.0,7.25,0.31378,1,1,1,415000,1,30.71,1,10
1,White,Not Hispanic or Latino,1,25-34,92.0,37,2,265000.0,80.0,7.875,0.23264,1,1,1,335000,1,35.04,1,10
6,Black or African American,Not Hispanic or Latino,2,25-34,104.0,,9,255000.0,,6.5,,1,1,1,275000,1,35.04,6,10
6,Asian,Not Hispanic or Latino,2,35-44,93.0,,9,305000.0,,6.625,,1,1,1,365000,1,13.3,6,10
6,White,Not Hispanic or Latino,1,25-34,148.0,,9,235000.0,,6.125,,1,1,1,265000,1,13.39,6,10
6,White,Not Hispanic or Latino,1,25-34,99.0,,9,335000.0,,6.375,,1,1,1,365000,1,13.39,6,10
6,White,Not Hispanic or Latino,1,55-64,52.0,,9,195000.0,,6.125,,1,1,1,415000,1,29.83,6,10
6,Asian,Not Hispanic or Latino,1,35-44,72.0,,9,305000.0,,5.625,,1,1,1,335000,1,63.55,6,10
6,White,Not Hispanic or Latino,1,55-64,59.0,,9,245000.0,,6.75,,1,1,1,245000,1,22.13,6,10
6,White,Not Hispanic or Latino,1,65-74,82.0,,9,295000.0,,6.0,,1,1,1,605000,1,28.84,6,10
6,White,Not Hispanic or Latino,2,45-54,227.0,,9,305000.0,,7.125,,1,1,1,335000,1,22.45,6,10
6,White,Not Hispanic or Latino,2,35-44,94.0,,9,215000.0,,7.375,,1,1,1,275000,3,28.84,6,10
6,Black or African American,Not Hispanic or Latino,1,35-44,115.0,,9,265000.0,,7.625,,1,1,1,355000,3,86.57,6,10
6,White,Not Hispanic or Latino,1,25-34,89.0,,9,355000.0,,6.0,,1,1,1,395000,1,16.54,6,10
6,Joint,Not Hispanic or Latino,2,25-34,111.0,,9,285000.0,,6.5,,1,1,1,335000,1,24.38,6,10
6,White,Not Hispanic or Latino,2,35-44,195.0,,9,245000.0,,5.625,,1,1,1,315000,1,13.89,6,10
6,White,Not Hispanic or Latino,1,35-44,229.0,,9,305000.0,,5.625,,1,1,1,435000,1,30.71,6,10
6,Joint,Not Hispanic or Latino,1,35-44,148.0,,9,575000.0,,6.375,,1,1,1,635000,1,39.18,6,10
6,White,Hispanic or Latino,2,35-44,145.0,,9,495000.0,,6.125,,1,1,1,525000,1,20.01,6,10
6,White,Not Hispanic or Latino,1,35-44,119.0,,9,195000.0,,5.975,,1,1,1,225000,1,14.83,6,10
6,White,Not Hispanic or Latino,1,35-44,170.0,,9,185000.0,,5.975,,1,1,1,195000,1,13.39,6,10
4,Asian,Not Hispanic or Latino,1,35-44,919.0,,9,2045000.0,,,,1,1,1,,2,21.09,6,10
1,White,Joint,1,25-34,3476.0,<20%,1,1655000.0,62.26,4.4,-1.178,1,1,1,2655000,2,21.09,6,10
2,Asian,Not Hispanic or Latino,1,35-44,1230.0,30%-<36%,1,1755000.0,43.75,4.75,-1.06,1,1,1,4005000,2,21.09,6,10
6,White,Not Hispanic or Latino,1,25-34,127.0,,9,315000.0,,6.75,,1,1,1,355000,1,29.37,6,10
6,White,Not Hispanic or Latino,1,35-44,161.0,,9,445000.0,,6.125,,1,1,1,555000,1,13.87,6,10
6,White,Not Hispanic or Latino,1,35-44,90.0,,9,335000.0,,5.625,,1,1,1,415000,1,29.72,6,10
6,White,Not Hispanic or Latino,1,25-34,152.0,,9,395000.0,,6.75,,1,1,1,455000,1,30.71,6,10
6,White,Not Hispanic or Latino,1,65-74,226.0,,9,485000.0,,6.5,,1,1,1,655000,1,26.05,6,10
6,White,Not Hispanic or Latino,2,45-54,236.0,,9,655000.0,,7.0,,1,1,1,845000,1,47.96,6,10
6,Black or African American,Not Hispanic or Latino,1,<25,94.0,,9,275000.0,,6.375,,2,1,1,285000,1,78.45,6,10
6,White,Not Hispanic or Latino,2,45-54,79.0,,9,235000.0,,7.375,,1,1,1,305000,1,21.98,6,10
6,White,Not Hispanic or Latino,1,25-34,92.0,,9,275000.0,,6.375,,1,1,1,305000,1,20.03,6,10
6,White,Not Hispanic or Latino,1,25-34,87.0,,9,325000.0,,6.5,,1,1,1,335000,1,86.57,6,10
6,White,Not Hispanic or Latino,2,45-54,85.0,,9,195000.0,,6.625,,1,1,1,375000,1,34.1,6,10
6,White,Hispanic or Latino,1,25-34,77.0,,9,235000.0,,6.99,,1,1,1,245000,1,46.63,6,10
6,White,Not Hispanic or Latino,2,45-54,154.0,,9,305000.0,,8.125,,1,1,1,375000,1,78.45,6,10
6,Asian,Not Hispanic or Latino,1,35-44,520.0,,9,325000.0,,6.25,,1,1,1,405000,1,34.8,6,10
6,White,Not Hispanic or Latino,2,25-34,78.0,,9,315000.0,,5.875,,1,1,1,345000,1,34.93,6,10
6,White,Not Hispanic or Latino,1,25-34,75.0,,9,325000.0,,6.625,,1,1,1,435000,3,46.63,6,10
6,American Indian or Alaska Native,Not Hispanic or Latino,1,55-64,92.0,,9,155000.0,,5.875,,1,1,1,445000,1,42.75,6,10
6,Asian,Not Hispanic or Latino,1,35-44,185.0,,9,365000.0,,8.0,,1,1,1,385000,1,86.57,6,10
6,White,Not Hispanic or Latino,1,25-34,79.0,,9,305000.0,,6.625,,1,1,1,345000,1,39.09,6,10
6,White,Not Hispanic or Latino,2,65-74,59.0,,9,185000.0,,6.5,,1,1,1,205000,1,22.45,6,10
6,White,Not Hispanic or Latino,2,45-54,91.0,,9,345000.0,,7.0,,1,1,1,495000,1,13.87,6,10
6,White,Not Hispanic or Latino,2,25-34,112.0,,9,395000.0,,6.5,,1,1,1,415000,1,26.6,6,10
6,White,Hispanic or Latino,1,45-54,211.0,,9,55000.0,,7.625,,1,1,1,435000,1,67.62,6,10
6,White,Not Hispanic or Latino,1,<25,91.0,,9,325000.0,,7.375,,1,1,1,385000,1,33.23,6,10
6,Joint,Not Hispanic or Latino,1,35-44,369.0,,9,355000.0,,6.125,,1,1,1,435000,1,37.64,6,10
6,White,Not Hispanic or Latino,2,45-54,64.0,,9,205000.0,,6.125,,1,1,1,355000,1,34.99,6,10
6,White,Not Hispanic or Latino,2,55-64,64.0,,9,175000.0,,6.125,,1,1,1,385000,1,27.18,6,10
6,White,Not Hispanic or Latino,1,25-34,80.0,,9,265000.0,,6.625,,1,1,1,335000,1,20.95,6,10
6,White,Not Hispanic or Latino,1,25-34,87.0,,9,285000.0,,7.125,,1,1,1,295000,1,35.04,6,10
6,White,Not Hispanic or Latino,2,35-44,151.0,,9,385000.0,,7.125,,1,1,1,465000,1,24.38,6,10
6,White,Not Hispanic or Latino,2,35-44,87.0,,9,365000.0,,6.5,,1,1,1,425000,1,29.72,6,10
6,White,Not Hispanic or Latino,2,55-64,81.0,,9,195000.0,,6.625,,1,1,1,405000,1,20.03,6,10
6,White,Not Hispanic or Latino,2,25-34,167.0,,9,405000.0,,7.125,,1,1,1,505000,1,29.83,6,10
6,White,Not Hispanic or Latino,1,35-44,91.0,,9,365000.0,,7.25,,1,1,1,385000,1,29.83,6,10
6,Black or African American,Not Hispanic or Latino,1,35-44,59.0,,9,245000.0,,7.25,,1,1,1,325000,1,22.13,6,10
6,White,Not Hispanic or Latino,2,25-34,110.0,,9,245000.0,,7.25,,1,1,1,255000,1,46.63,6,10
6,White,Not Hispanic or Latino,2,45-54,98.0,,9,275000.0,,7.5,,1,1,1,345000,3,30.06,6,10
4,White,Not Hispanic or Latino,2,25-34,169.0,,9,605000.0,,,,1,1,1,,1,25.21,2,10
4,White,Not Hispanic or Latino,2,25-34,471.0,,9,495000.0,,,,1,1,1,,1,47.96,6,10
1,Black or African American,Not Hispanic or Latino,2,55-64,69.0,47,1,285000.0,95.0,6.125,0.329,1,1,1,305000,1,38.24,1,10
1,2 or more minority races,Not Hispanic or Latino,1,55-64,84.0,46,2,335000.0,96.5,5.875,0.29,2,1,1,345000,1,63.55,3,10
1,White,Not Hispanic or Latino,2,25-34,73.0,44,1,275000.0,80.0,6.625,0.468,1,1,1,345000,1,34.93,1,10
1,White,Not Hispanic or Latino,2,25-34,118.0,46,2,265000.0,95.0,6.375,0.213,1,1,1,275000,1,42.03,1,10
1,2 or more minority races,Not Hispanic or Latino,1,45-54,91.0,48,2,315000.0,90.0,6.125,0.05,1,1,1,355000,1,35.04,1,10
3,White,Not Hispanic or Latino,1,25-34,473.0,36,2,1055000.0,90.0,,,1,1,1,1175000,1,39.18,6,4
4,White,Not Hispanic or Latino,1,55-64,754.0,,9,735000.0,,,,1,1,1,,1,13.3,6,10
1,White,Not Hispanic or Latino,1,55-64,410.0,30%-<36%,2,735000.0,57.255,5.75,0.005,1,1,1,1275000,1,13.3,1,10
1,White,Not Hispanic or Latino,2,25-34,228.0,<20%,3,325000.0,80.0,6.875,0.125,1,1,1,405000,1,13.87,1,10
4,Joint,Not Hispanic or Latino,1,35-44,570.0,,9,745000.0,,,,1,1,1,,1,13.87,6,10
1,White,Not Hispanic or Latino,1,25-34,150.0,38,3,365000.0,95.0,6.375,0.183,1,1,1,385000,1,25.57,1,10
3,White,Not Hispanic or Latino,1,35-44,570.0,20%-<30%,3,745000.0,100.0,,,1,1,1,745000,1,21.56,1,7
1,White,Not Hispanic or Latino,1,35-44,300.0,20%-<30%,3,505000.0,95.0,6.375,0.465,1,1,1,535000,1,24.18,1,10
1,White,Not Hispanic or Latino,1,45-54,190.0,30%-<36%,2,355000.0,87.775,6.5,0.217,1,1,1,405000,1,13.3,1,10
1,White,Not Hispanic or Latino,2,25-34,71.0,48,2,255000.0,92.806,7.375,0.172,1,1,1,275000,1,63.55,1,10
1,White,Not Hispanic or Latino,1,25-34,91.0,45,3,295000.0,97.0,6.25,-0.526,1,1,1,305000,1,30.71,1,10
1,White,Not Hispanic or Latino,1,55-64,95.0,46,1,295000.0,80.0,7.375,-0.262,1,1,1,365000,1,35.04,1,10
1,Black or African American,Not Hispanic or Latino,2,35-44,80.0,50%-60%,2,335000.0,96.5,7.0,0.587,2,1,1,345000,1,24.38,3,10
1,2 or more minority races,Hispanic or Latino,1,45-54,71.0,45,2,175000.0,62.963,7.25,0.317,1,1,1,275000,1,29.37,1,10
4,Black or African American,Not Hispanic or Latino,1,55-64,480.0,,9,555000.0,,,,1,1,1,,1,26.05,1,10
1,White,Not Hispanic or Latino,2,25-34,225.0,<20%,3,305000.0,75.0,6.25,-0.268,1,1,1,405000,1,46.63,2,10
1,White,Not Hispanic or Latino,1,25-34,154.0,20%-<30%,1,205000.0,50.311,6.375,-0.1,1,1,1,405000,1,18.81,2,10
1,White,Not Hispanic or Latino,1,25-34,100.0,20%-<30%,1,155000.0,98.5,7.125,0.99,3,1,1,155000,1,38.24,1,10
1,Asian,Not Hispanic or Latino,1,25-34,50.0,50%-60%,1,225000.0,100.0,6.75,0.437,3,1,1,225000,1,63.55,1,10
3,Black or African American,Hispanic or Latino,1,25-34,70.0,39,3,195000.0,85.333,,,1,1,1,225000,1,29.58,2,4
1,White,Not Hispanic or Latino,2,25-34,61.0,37,1,205000.0,54.496,6.25,-0.175,1,1,1,365000,1,20.03,1,10
1,Asian,Ethnicity Not Available,1,35-44,145.0,38,3,405000.0,85.0,6.375,-0.646,1,1,1,485000,1,29.83,1,10
1,White,Not Hispanic or Latino,1,35-44,199.0,44,1,685000.0,90.0,6.375,0.161,1,1,1,765000,1,50.53,1,10
1,White,Not Hispanic or Latino,1,45-54,126.0,39,1,295000.0,95.0,6.25,0.835,2,1,1,305000,1,24.38,3,10
1,White,Not Hispanic or Latino,2,25-34,81.0,46,3,335000.0,85.0,6.0,-0.246,1,1,1,395000,1,31.76,1,10
1,White,Ethnicity Not Available,2,45-54,301.0,<20%,1,415000.0,67.69,6.375,0.216,1,1,1,615000,1,25.21,2,10
1,White,Not Hispanic or Latino,2,25-34,145.0,37,2,305000.0,81.333,6.5,0.203,1,1,1,375000,1,26.63,1,10
1,Black or African American,Not Hispanic or Latino,2,25-34,240.0,30%-<36%,3,365000.0,85.0,5.875,-0.549,1,1,1,435000,1,26.6,1,10
1,White,Not Hispanic or Latino,1,25-34,85.0,30%-<36%,3,295000.0,80.0,5.875,-0.393,1,1,1,365000,1,29.72,1,10
1,Black or African American,Not Hispanic or Latino,2,45-54,135.0,30%-<36%,3,415000.0,97.0,6.0,0.395,1,1,1,435000,1,27.18,2,10
4,White,Joint,2,65-74,86.0,,9,235000.0,,,,2,1,1,,1,21.98,6,10
1,White,Not Hispanic or Latino,2,>74,47.0,50%-60%,3,245000.0,96.5,6.25,0.838,2,1,1,245000,1,21.09,3,10
4,White,Not Hispanic or Latino,1,55-64,124.0,,9,445000.0,,,,1,1,1,,1,21.9,2,10
1,Black or African American,Not Hispanic or Latino,2,<25,78.0,41,2,205000.0,92.0,6.5,0.176,1,1,1,215000,1,38.57,2,10
1,White,Not Hispanic or Latino,2,25-34,95.0,44,2,325000.0,92.857,5.75,-0.007,1,1,1,355000,1,45.01,1,10
4,Black or African American,Hispanic or Latino,1,25-34,117.0,,9,515000.0,,,,1,1,1,,1,31.76,1,10
1,White,Not Hispanic or Latino,2,25-34,85.0,38,2,325000.0,79.012,6.125,-0.478,1,1,1,405000,1,26.6,2,10
1,Black or African American,Not Hispanic or Latino,1,45-54,150.0,30%-<36%,3,385000.0,95.0,5.875,-0.243,1,1,1,415000,1,29.72,1,10
1,White,Not Hispanic or Latino,1,55-64,118.0,36,2,325000.0,50.23,5.75,-0.712,1,1,1,655000,1,22.75,1,10
4,White,Not Hispanic or Latino,2,45-54,235.0,,9,495000.0,,,,1,1,1,,1,21.98,1,10
4,Black or African American,Ethnicity Not Available,2,25-34,88.0,,9,395000.0,,,,3,1,1,,1,29.58,1,10
1,Joint,Joint,2,35-44,142.0,40,1,245000.0,80.0,6.5,-0.097,1,1,1,305000,1,34.55,1,10
1,Asian,Hispanic or Latino,1,<25,90.0,37,2,295000.0,96.5,6.25,0.676,2,1,1,305000,1,47.97,3,10
1,White,Not Hispanic or Latino,1,45-54,400.0,20%-<30%,1,715000.0,80.0,6.25,-0.349,1,1,1,895000,1,21.9,2,10
4,White,Hispanic or Latino,2,55-64,121.0,,9,555000.0,,,,3,1,1,,1,25.21,1,10
1,White,Not Hispanic or Latino,1,45-54,60.0,46,1,275000.0,75.0,5.875,-0.395,1,1,1,375000,1,34.99,1,10
4,White,Not Hispanic or Latino,2,25-34,82.0,,9,235000.0,,,,2,1,1,,1,86.57,3,10
1,White,Not Hispanic or Latino,2,35-44,247.0,20%-<30%,3,305000.0,66.667,5.875,-0.371,1,1,1,455000,1,29.72,1,10
1,White,Not Hispanic or Latino,2,45-54,168.0,47,2,485000.0,90.0,6.25,0.013,1,1,1,535000,1,25.21,1,10
1,Black or African American,Not Hispanic or Latino,1,35-44,90.0,48,3,365000.0,83.0,6.5,0.413,1,1,1,445000,1,45.01,1,10
1,Black or African American,Not Hispanic or Latino,2,25-34,82.0,50%-60%,3,335000.0,97.45,6.75,1.509,2,1,1,345000,1,34.93,3,10
1,Black or African American,Not Hispanic or Latino,2,35-44,95.0,43,2,275000.0,96.5,7.25,1.613,2,1,1,285000,1,62.35,3,10
1,White,Not Hispanic or Latino,1,25-34,150.0,43,3,335000.0,94.366,7.375,1.611,1,1,1,355000,1,38.24,1,10
1,White,Not Hispanic or Latino,1,55-64,293.0,44,3,385000.0,80.0,6.375,-0.217,1,1,1,475000,1,29.37,1,10
1,Joint,Not Hispanic or Latino,2,35-44,140.0,45,3,455000.0,100.0,6.25,0.12,3,1,1,445000,1,47.96,1,10
1,White,Hispanic or Latino,1,35-44,156.0,30%-<36%,2,425000.0,70.0,6.25,-0.284,1,1,1,615000,1,21.82,2,10
1,White,Not Hispanic or Latino,1,25-34,140.0,50%-60%,3,415000.0,96.5,6.75,1.192,2,1,1,425000,1,21.56,3,10
3,White,Ethnicity Not Available,2,<25,162.0,50%-60%,3,505000.0,82.645,,,1,1,1,605000,1,20.03,1,1
1,White,Not Hispanic or Latino,2,35-44,128.0,43,3,335000.0,50.382,6.75,0.192,1,1,1,655000,1,13.87,1,10
1,White,Not Hispanic or Latino,2,45-54,274.0,41,1,725000.0,75.0,6.375,-0.13,1,1,1,965000,1,34.1,1,10
1,White,Not Hispanic or Latino,2,35-44,87.0,40,3,125000.0,85.0,7.375,,1,1,1,145000,3,24.38,2,10
1,American Indian or Alaska Native,Not Hispanic or Latino,1,55-64,92.0,20%-<30%,1,155000.0,34.091,5.875,-0.13,1,1,1,445000,1,42.75,1,10
1,White,Not Hispanic or Latino,1,25-34,120.0,30%-<36%,1,355000.0,80.0,6.5,-0.147,1,1,1,445000,1,13.87,1,10
3,White,Hispanic or Latino,1,45-54,44.0,46,1,175000.0,85.0,,,2,1,1,205000,1,16.93,3,4
1,White,Not Hispanic or Latino,1,25-34,196.0,20%-<30%,3,355000.0,80.0,6.625,0.024,1,1,1,445000,1,42.03,2,10
1,White,Not Hispanic or Latino,1,25-34,107.0,45,2,295000.0,79.338,6.75,0.223,1,1,1,375000,1,45.01,1,10
1,White,Not Hispanic or Latino,2,65-74,59.0,40,2,185000.0,90.0,6.5,0.127,1,1,1,205000,1,22.45,1,10
1,Joint,Joint,2,25-34,154.0,39,1,385000.0,92.593,7.188,1.198,2,1,1,405000,1,20.03,3,10
1,White,Hispanic or Latino,2,35-44,118.0,40,2,355000.0,95.0,7.5,1.174,1,1,1,375000,1,34.1,1,10
1,White,Not Hispanic or Latino,3,35-44,112.0,43,1,455000.0,80.0,6.25,-0.257,1,1,1,565000,1,39.18,2,10
1,White,Not Hispanic or Latino,1,35-44,442.0,36,3,725000.0,80.0,6.625,-0.101,1,1,1,905000,1,26.05,1,10
4,White,Not Hispanic or Latino,1,35-44,393.0,,9,445000.0,,,,1,1,1,,1,39.18,1,10
4,Asian,Not Hispanic or Latino,1,35-44,110.0,,9,275000.0,,,,1,1,1,,3,18.48,1,10
1,White,Not Hispanic or Latino,1,25-34,79.0,38,1,305000.0,90.0,6.625,0.184,1,1,1,345000,1,39.09,1,10
1,White,Hispanic or Latino,2,45-54,98.0,48,2,355000.0,80.0,6.75,0.075,1,1,1,445000,1,30.71,2,10
1,White,Not Hispanic or Latino,1,25-34,163.0,20%-<30%,2,345000.0,85.0,6.625,0.007,1,1,1,415000,1,33.23,1,10
1,White,Not Hispanic or Latino,1,25-34,96.0,30%-<36%,2,275000.0,80.0,6.25,-0.214,1,1,1,345000,1,50.53,2,10
1,White,Not Hispanic or Latino,1,45-54,734.0,<20%,2,395000.0,75.0,9.5,3.021,1,1,1,525000,1,28.27,6,10
1,White,Not Hispanic or Latino,2,25-34,264.0,20%-<30%,1,645000.0,64.965,6.25,-0.319,1,1,1,995000,1,47.97,2,10
